"object","subject","abstract_sub","abstract_obj"
"http://dbpedia.org/resource/Furosemide","http://dbpedia.org/resource/Hypokalemia","Hypokalemia is a low level of potassium (K+) in the blood serum. Mild low potassium does not typically cause symptoms. Symptoms may include feeling tired, leg cramps, weakness, and constipation. Low potassium also increases the risk of an abnormal heart rhythm, which is often too slow and can cause cardiac arrest. Causes of hypokalemia include vomiting, diarrhea, medications like furosemide and steroids, dialysis, diabetes insipidus, hyperaldosteronism, hypomagnesemia, and not enough intake in the diet. Normal potassium levels are between 3.5 and 5.0 mmol/L (3.5 and 5.0 mEq/L) with levels below 3.5 mmol/L defined as hypokalemia. It is classified as severe when levels are less than 2.5 mmol/L. Low levels may also be suspected based on an electrocardiogram (ECG). Hyperkalemia is a high level of potassium in the blood serum. The speed at which potassium should be replaced depends on whether or not there are symptoms or abnormalities on an electrocardiogram. Potassium levels that are only slightly below the normal range can be managed with changes in the diet. Lower levels of potassium require replacement with supplements either taken by mouth or given intravenously. If given intravenously, potassium is generally replaced at rates of less than 20 mmol/hour. Solutions containing high concentrations of potassium (>40 mmol/L) should generally be given using a central venous catheter. Magnesium replacement may also be required. Hypokalemia is one of the most common water–electrolyte imbalances. It affects about 20% of people admitted to hospital. The word hypokalemia comes from hypo- 'under' + kalium 'potassium' + -emia 'blood condition'.","Furosemide is a loop diuretic medication used to treat fluid build-up due to heart failure, liver scarring, or kidney disease. It may also be used for the treatment of high blood pressure. It can be taken by injection into a vein or by mouth. When taken by mouth, it typically begins working within an hour, while intravenously, it typically begins working within five minutes. Common side effects include feeling lightheaded while standing, ringing in the ears, and sensitivity to light. Potentially serious side effects include electrolyte abnormalities, low blood pressure, and hearing loss. Blood tests are recommended regularly for those on treatment. Furosemide is a type of loop diuretic that works by decreasing the reabsorption of sodium by the kidneys. Common side effects of furosemide injection include hypokalemia (low potassium level), hypotension (low blood pressure), and dizziness. Furosemide was patented in 1959 and approved for medical use in 1964. It is on the World Health Organization's List of Essential Medicines. In the United States, it is available as a generic medication. In 2020, it was the nineteenth most commonly prescribed medication in the United States, with more than 26 million prescriptions. In 2020/21 it was the twentieth most prescribed medication in England. It is on the World Anti-Doping Agency's banned drug list due to concerns that it may mask other drugs. It has also been used in race horses for the treatment and prevention of exercise-induced pulmonary hemorrhage."
"http://dbpedia.org/resource/Gardner's_syndrome","http://dbpedia.org/resource/Hyperdontia","Hyperdontia is the condition of having supernumerary teeth, or teeth that appear in addition to the regular number of teeth (32 in the average adult). They can appear in any area of the dental arch and can affect any dental organ. The opposite of hyperdontia is hypodontia, where there is a congenital lack of teeth, which is a condition seen more commonly than hyperdontia. The scientific definition of hyperdontia is ""any tooth or odontogenic structure that is formed from tooth germ in excess of usual number for any given region of the dental arch."" The additional teeth, which may be few or many, can occur on any place in the dental arch. Their arrangement may be symmetrical or non-symmetrical.","Gardner's syndrome (also known as Gardner syndrome, familial polyposis of the colon, or familial colorectal polyposis) is a subtype of familial adenomatous polyposis (FAP). Gardner syndrome is an autosomal dominant form of polyposis characterized by the presence of multiple polyps in the colon together with tumors outside the colon. The extracolonic tumors may include osteomas of the skull, thyroid cancer, epidermoid cysts, fibromas, as well as the occurrence of desmoid tumors in approximately 15% of affected individuals. Desmoid tumors are fibrous tumors that usually occur in the tissue covering the intestines and may be provoked by surgery to remove the colon. The countless polyps in the colon predispose to the development of colon cancer; if the colon is not removed, the chance of colon cancer is considered to be very significant. Polyps may also grow in the stomach, duodenum, spleen, kidneys, liver, mesentery, and small bowel. In a small number of cases, polyps have also appeared in the cerebellum. Cancers related to Gardner syndrome commonly appear in the thyroid, liver and kidneys. The number of polyps increases with age, and hundreds to thousands of polyps can develop in the colon. The syndrome was first described in 1951. There is no cure at this time, and in its more advanced forms, it is considered a terminal diagnosis with a life expectancy of 35–45 years; treatments are surgery and palliative care, although some chemotherapy has been tried with limited success."
"http://dbpedia.org/resource/Gastritis","http://dbpedia.org/resource/Melena","Melena or melaena refers to the dark black, tarry feces that are associated with upper gastrointestinal bleeding. The black color and characteristic strong odor are caused by hemoglobin in the blood being altered by digestive enzymes and intestinal bacteria. Iron supplements may cause a grayish-black stool that should be distinguished from melena, as should black coloration caused by a number of medications, such as bismuth subsalicylate (the active ingredient in Pepto-Bismol), or by foods such as beetroot, black liquorice, or blueberries.","Gastritis is inflammation of the lining of the stomach. It may occur as a short episode or may be of a long duration. There may be no symptoms but, when symptoms are present, the most common is upper abdominal pain (see dyspepsia). Other possible symptoms include nausea and vomiting, bloating, loss of appetite and heartburn. Complications may include stomach bleeding, stomach ulcers, and stomach tumors. When due to autoimmune problems, low red blood cells due to not enough vitamin B12 may occur, a condition known as pernicious anemia. Common causes include infection with Helicobacter pylori and use of nonsteroidal anti-inflammatory drugs (NSAIDs). Less common causes include alcohol, smoking, cocaine, severe illness, autoimmune problems, radiation therapy and Crohn's disease. Endoscopy, a type of X-ray known as an upper gastrointestinal series, blood tests, and stool tests may help with diagnosis. The symptoms of gastritis may be a presentation of a myocardial infarction. Other conditions with similar symptoms include inflammation of the pancreas, gallbladder problems, and peptic ulcer disease. Prevention is by avoiding things that cause the disease. Treatment includes medications such as antacids, H2 blockers, or proton pump inhibitors. During an acute attack drinking viscous lidocaine may help. If gastritis is due to NSAIDs these may be stopped. If H. pylori is present it may be treated with a combination of antibiotics such as amoxicillin and clarithromycin. For those with pernicious anemia, vitamin B12 supplements are recommended either by mouth or by injection. People are usually advised to avoid foods that bother them. Gastritis is believed to affect about half of people worldwide. In 2013 there were approximately 90 million new cases of the condition. As people get older the disease becomes more common. It, along with a similar condition in the first part of the intestines known as duodenitis, resulted in 50,000 deaths in 2015. H. pylori was first discovered in 1981 by Barry Marshall and Robin Warren."
"http://dbpedia.org/resource/Gastrointestinal_bleeding","http://dbpedia.org/resource/Melena","Melena or melaena refers to the dark black, tarry feces that are associated with upper gastrointestinal bleeding. The black color and characteristic strong odor are caused by hemoglobin in the blood being altered by digestive enzymes and intestinal bacteria. Iron supplements may cause a grayish-black stool that should be distinguished from melena, as should black coloration caused by a number of medications, such as bismuth subsalicylate (the active ingredient in Pepto-Bismol), or by foods such as beetroot, black liquorice, or blueberries.","Gastrointestinal bleeding (GI bleed), also called gastrointestinal hemorrhage (GIB), is all forms of bleeding in the gastrointestinal tract, from the mouth to the rectum. When there is significant blood loss over a short time, symptoms may include vomiting red blood, vomiting black blood, bloody stool, or black stool. Small amounts of bleeding over a long time may cause iron-deficiency anemia resulting in feeling tired or heart-related chest pain. Other symptoms may include abdominal pain, shortness of breath, pale skin, or passing out. Sometimes in those with small amounts of bleeding no symptoms may be present. Bleeding is typically divided into two main types: upper gastrointestinal bleeding and lower gastrointestinal bleeding. Causes of upper GI bleeds include: peptic ulcer disease, esophageal varices due to liver cirrhosis and cancer, among others. Causes of lower GI bleeds include: hemorrhoids, cancer, and inflammatory bowel disease among others. Diagnosis typically begins with a medical history and physical examination, along with blood tests. Small amounts of bleeding may be detected by fecal occult blood test. Endoscopy of the lower and upper gastrointestinal tract may locate the area of bleeding. Medical imaging may be useful in cases that are not clear. Initial treatment focuses on resuscitation which may include intravenous fluids and blood transfusions. Often blood transfusions are not recommended unless the hemoglobin is less than 70 or 80 g/L. Treatment with proton pump inhibitors, octreotide, and antibiotics may be considered in certain cases. If other measures are not effective, an esophageal balloon may be attempted in those with presumed esophageal varices. Endoscopy of the esophagus, stomach, and duodenum or endoscopy of the large bowel are generally recommended within 24 hours and may allow treatment as well as diagnosis. An upper GI bleed is more common than lower GI bleed. An upper GI bleed occurs in 50 to 150 per 100,000 adults per year. A lower GI bleed is estimated to occur in 20 to 30 per 100,000 per year. It results in about 300,000 hospital admissions a year in the United States. Risk of death from a GI bleed is between 5% and 30%. Risk of bleeding is more common in males and increases with age."
"http://dbpedia.org/resource/Murder","http://dbpedia.org/resource/Decapitation","Decapitation or beheading is the total separation of the head from the body. Such an injury is invariably fatal to humans and most other animals, since it deprives the brain of oxygenated blood, while all other organs are deprived of the involuntary functions that are needed for the body to function. The term beheading refers to the act of deliberately decapitating a person, either as a means of murder or as an execution; it may be performed with an axe, sword, knife, machete or by mechanical means such as a guillotine or chainsaw. An executioner who carries out executions by beheading is sometimes called a headsman. Accidental decapitation can be the result of an explosion, a car or industrial accident, improperly administered execution by hanging or other violent injury. Suicide by decapitation is rare but not unknown. The national laws of Saudi Arabia, Yemen, and Qatar permit beheading; however, in practice, Saudi Arabia is the only country that continues to behead its offenders regularly as a punishment for capital crimes. Less commonly, decapitation can also refer to the removal of the head from a body that is already dead. This might be done to take the head as a trophy, for public display, to make the deceased more difficult to identify, for cryonics, or for other, more esoteric reasons.","Murder is the unlawful killing of another human without justification or valid excuse, especially the unlawful killing of another human with malice aforethought. This state of mind may, depending upon the jurisdiction, distinguish murder from other forms of unlawful homicide, such as manslaughter. Manslaughter is killing committed in the absence of malice, brought about by reasonable provocation, or diminished capacity. Involuntary manslaughter, where it is recognized, is a killing that lacks all but the most attenuated guilty intent, recklessness. Most societies consider murder to be an extremely serious crime, and thus that a person convicted of murder should receive harsh punishments for the purposes of retribution, deterrence, rehabilitation, or incapacitation. In most countries, a person convicted of murder generally faces a long-term prison sentence, a life sentence, or capital punishment."
"http://dbpedia.org/resource/Myocardial_infarction","http://dbpedia.org/resource/Pericarditis","Pericarditis is inflammation of the pericardium, the fibrous sac surrounding the heart. Symptoms typically include sudden onset of sharp chest pain, which may also be felt in the shoulders, neck, or back. The pain is typically less severe when sitting up and more severe when lying down or breathing deeply. Other symptoms of pericarditis can include fever, weakness, palpitations, and shortness of breath. The onset of symptoms can occasionally be gradual rather than sudden. The cause of pericarditis often remains unknown but is believed to be most often due to a viral infection. Other causes include bacterial infections such as tuberculosis, uremic pericarditis, heart attack, cancer, autoimmune disorders, and chest trauma. Diagnosis is based on the presence of chest pain, a pericardial rub, specific electrocardiogram (ECG) changes, and fluid around the heart. A heart attack may produce similar symptoms to pericarditis. Treatment in most cases is with NSAIDs and possibly the anti-inflammatory medication colchicine. Steroids may be used if these are not appropriate. Symptoms usually improve in a few days to weeks but can occasionally last months. Complications can include cardiac tamponade, myocarditis, and constrictive pericarditis. Pericarditis is an uncommon cause of chest pain. About 3 per 10,000 people are affected per year. Those most commonly affected are males between the ages of 20 and 50. Up to 30% of those affected have more than one episode.","A myocardial infarction (MI), commonly known as a heart attack, occurs when blood flow decreases or stops to the coronary artery of the heart, causing damage to the heart muscle. The most common symptom is chest pain or discomfort which may travel into the shoulder, arm, back, neck or jaw. Often it occurs in the center or left side of the chest and lasts for more than a few minutes. The discomfort may occasionally feel like heartburn. Other symptoms may include shortness of breath, nausea, feeling faint, a cold sweat or feeling tired. About 30% of people have atypical symptoms. Women more often present without chest pain and instead have neck pain, arm pain or feel tired. Among those over 75 years old, about 5% have had an MI with little or no history of symptoms. An MI may cause heart failure, an irregular heartbeat, cardiogenic shock or cardiac arrest. Most MIs occur due to coronary artery disease. Risk factors include high blood pressure, smoking, diabetes, lack of exercise, obesity, high blood cholesterol, poor diet and excessive alcohol intake. The complete blockage of a coronary artery caused by a rupture of an atherosclerotic plaque is usually the underlying mechanism of an MI. MIs are less commonly caused by coronary artery spasms, which may be due to cocaine, significant emotional stress (commonly known as Takotsubo syndrome or broken heart syndrome) and extreme cold, among others. A number of tests are useful to help with diagnosis, including electrocardiograms (ECGs), blood tests and coronary angiography. An ECG, which is a recording of the heart's electrical activity, may confirm an ST elevation MI, if ST elevation is present. Commonly used blood tests include troponin and less often creatine kinase MB. Treatment of an MI is time-critical. Aspirin is an appropriate immediate treatment for a suspected MI. Nitroglycerin or opioids may be used to help with chest pain; however, they do not improve overall outcomes. Supplemental oxygen is recommended in those with low oxygen levels or shortness of breath. In a STEMI, treatments attempt to restore blood flow to the heart and include percutaneous coronary intervention (PCI), where the arteries are pushed open and may be stented, or thrombolysis, where the blockage is removed using medications. People who have a non-ST elevation myocardial infarction are often managed with the blood thinner heparin, with the additional use of PCI in those at high risk. In people with blockages of multiple coronary arteries and diabetes, coronary artery bypass surgery (CABG) may be recommended rather than angioplasty. After an MI, lifestyle modifications, along with long-term treatment with aspirin, beta blockers and statins, are typically recommended. Worldwide, about 15.9 million myocardial infarctions occurred in 2015. More than 3 million people had an ST elevation MI, and more than 4 million had an NSTEMI. STEMIs occur about twice as often in men as women. About one million people have an MI each year in the United States. In the developed world, the risk of death in those who have had an STEMI is about 10%. Rates of MI for a given age have decreased globally between 1990 and 2010. In 2011, an MI was one of the top five most expensive conditions during inpatient hospitalizations in the US, with a cost of about $11.5 billion for 612,000 hospital stays."
"http://dbpedia.org/resource/Connective_tissue_disease","http://dbpedia.org/resource/Pulmonary_fibrosis","Pulmonary fibrosis is a condition in which the lungs become scarred over time. Symptoms include shortness of breath, a dry cough, feeling tired, weight loss, and nail clubbing. Complications may include pulmonary hypertension, respiratory failure, pneumothorax, and lung cancer. Causes include environmental pollution, certain medications, connective tissue diseases, infections, and interstitial lung diseases. Idiopathic pulmonary fibrosis (IPF), an interstitial lung disease of unknown cause, is most common. Diagnosis may be based on symptoms, medical imaging, lung biopsy, and lung function tests. There is no cure and there are limited treatment options available. Treatment is directed towards efforts to improve symptoms and may include oxygen therapy and pulmonary rehabilitation. Certain medications may be used to try to slow the worsening of scarring. Lung transplantation may occasionally be an option. At least 5 million people are affected globally. Life expectancy is generally less than five years.","A connective tissue disease (collagenosis) is any disease that has the connective tissues of the body as a target of pathology. Connective tissue is any type of biological tissue with an extensive extracellular matrix that supports, binds together, and protects organs. These tissues form a framework, or matrix, for the body, and are composed of two major structural protein molecules: collagen and elastin. There are many different types of collagen protein in each of the body's tissues. Elastin has the capability of stretching and returning to its original length—like a spring or rubber band. Elastin is the major component of ligaments (tissues that attach bone to bone) and skin. In patients with connective tissue disease, it is common for collagen and elastin to become injured by inflammation (ICT). Many connective tissue diseases feature abnormal immune system activity with inflammation in tissues as a result of an immune system that is directed against one's own body tissues (autoimmunity). Diseases in which inflammation or weakness of collagen tends to occur are also referred to as collagen diseases. Collagen vascular diseases can be (but are not necessarily) associated with collagen and blood vessel abnormalities that are autoimmune in nature. See also vasculitis. Connective tissue diseases can have strong or weak inheritance risks, and can also be caused by environmental factors."
"http://dbpedia.org/resource/Crush_syndrome","http://dbpedia.org/resource/Rhabdomyolysis","Rhabdomyolysis is a condition in which damaged skeletal muscle breaks down rapidly. Symptoms may include muscle pains, weakness, vomiting, and confusion. There may be tea-colored urine or an irregular heartbeat. Some of the muscle breakdown products, such as the protein myoglobin, are harmful to the kidneys and may lead to kidney failure. The muscle damage is most often the result of a crush injury, strenuous exercise, medications, or a substance use disorder. Other causes include infections, electrical injury, heat stroke, prolonged immobilization, lack of blood flow to a limb, or snake bites. Statins (prescription drugs to lower cholesterol) are considered a small risk. Some people have inherited muscle conditions that increase the risk of rhabdomyolysis. The diagnosis is supported by a urine test strip which is positive for ""blood"" but the urine contains no red blood cells when examined with a microscope. Blood tests show a creatine kinase activity greater than 1,000 U/L, with severe disease being above 5,000-15,000 U/L. The mainstay of treatment is large quantities of intravenous fluids. Other treatments may include dialysis or hemofiltration in more severe cases. Once urine output is established, sodium bicarbonate and mannitol are commonly used but they are poorly supported by the evidence. Outcomes are generally good if treated early. Complications may include high blood potassium, low blood calcium, disseminated intravascular coagulation, and compartment syndrome. Rhabdomyolysis occurs in about 26,000 people a year in the United States. While the condition has been commented on throughout history, the first modern description was following an earthquake in 1908. Important discoveries as to its mechanism were made during the Blitz of London in 1941. It is a significant problem for those injured in earthquakes, and relief efforts for such disasters often include medical teams equipped to treat survivors with rhabdomyolysis.","Crush syndrome (also traumatic rhabdomyolysis or Bywaters' syndrome) is a medical condition characterized by major shock and kidney failure after a crushing injury to skeletal muscle. Crush injury is compression of the arms, legs, or other parts of the body that causes muscle swelling and/or neurological disturbances in the affected areas of the body, while crush syndrome is localized crush injury with systemic manifestations. Cases occur commonly in catastrophes such as earthquakes, to individuals that have been trapped under fallen or moving masonry. People with crushing damage present some of the greatest challenges in field medicine, and may need a physician's attention on the site of their injury. Appropriate physiological preparation of the injured is mandatory. It may be possible to free the patient without amputation; however, field amputations may be necessary in drastic situations."
"http://dbpedia.org/resource/Sulfonylurea","http://dbpedia.org/resource/Hypoglycemia","Hypoglycemia, also called low blood sugar, is a fall in blood sugar to levels below normal, typically below 70 mg/dL (3.9 mmol/L). Whipple's triad is used to properly identify hypoglycemic episodes. It is defined as blood glucose below 70 mg/dL (3.9 mmol/L), symptoms associated with hypoglycemia, and resolution of symptoms when blood sugar returns to normal. Hypoglycemia may result in headache, tiredness, clumsiness, trouble talking, confusion, fast heart rate, sweating, shakiness, nervousness, hunger, loss of consciousness, seizures, or death. Symptoms typically come on quickly. The most common cause of hypoglycemia is medications used to treat diabetes such as insulin, sulfonylureas, and biguanides. Risk is greater in diabetics who have eaten less than usual, recently exercised, or consumed alcohol. Other causes of hypoglycemia include severe illness, sepsis, kidney failure, liver disease, hormone deficiency, tumors such as insulinomas or non-B cell tumors, inborn errors of metabolism, several medications, and alcohol. Low blood sugar may occur in otherwise healthy newborns who have not eaten for a few hours. Hypoglycemia is treated by eating a sugary food or drink, for example glucose tablets or gel, apple juice, soda, or candy. The person must be conscious and able to swallow. The goal is to consume 10-20 grams of a carbohydrate to raise blood glucose levels to a minimum of 70 mg/dL (3.9 mmol/L). If a person is not able to take food by mouth, glucagon by injection or in the nose may help. The treatment of hypoglycemia unrelated to diabetes includes treating the underlying problem. Among people with diabetes, prevention starts with learning the signs and symptoms of hypoglycemia. Diabetes medications, like insulin, sulfonylureas, and biguanides can also be adjusted or stopped to prevent hypoglycemia. Frequent and routine blood glucose testing is recommended. Some may find continuous glucose monitors with insulin pumps to be helpful in the management of diabetes and prevention of hypoglycemia.","Sulfonylureas (UK: sulphonylurea) are a class of organic compounds used in medicine and agriculture, for example as antidiabetic drugs widely used in the management of diabetes mellitus type 2. They act by increasing insulin release from the beta cells in the pancreas. A number of sulfonylureas are also used as herbicides, because they can interfere with plant biosynthesis of certain amino acids. Sulfonylureas are also used experimentally to inhibit interleukin 1 beta release from the NALP3 (or NLRP3) inflammasome."
"http://dbpedia.org/resource/Antipsychotic","http://dbpedia.org/resource/Priapism","Priapism is a condition in which a penis remains erect for hours in the absence of stimulation or after stimulation has ended. There are three types: ischemic (low-flow), nonischemic (high-flow), and recurrent ischemic (intermittent). Most cases are ischemic. Ischemic priapism is generally painful while nonischemic priapism is not. In ischemic priapism, most of the penis is hard; however, the glans penis is not. In nonischemic priapism, the entire penis is only somewhat hard. Very rarely, clitoral priapism occurs in women. Sickle cell disease is the most common cause of ischemic priapism. Other causes include medications such as antipsychotics, SSRIs, blood thinners and prostaglandin E1, as well as drugs such as cocaine. Ischemic priapism occurs when blood does not adequately drain from the penis. Nonischemic priapism is typically due to a connection forming between an artery and the corpus cavernosum or disruption of the parasympathetic nervous system resulting in increased arterial flow. Nonischemic priapism may occur following trauma to the penis or a spinal cord injury. Diagnosis may be supported by blood gas analysis of blood aspirated from the penis or an ultrasound. Treatment depends on the type. Ischemic priapism is typically treated with a nerve block of the penis followed by aspiration of blood from the corpora cavernosa. If this is not sufficient, the corpus cavernosum may be irrigated with cold, normal saline or injected with phenylephrine. Nonischemic priapism is often treated with cold packs and compression. Surgery may be done if usual measures are not effective. In ischemic priapism, the risk of permanent scarring of the penis begins to increase after four hours and definitely occurs after 48 hours. Priapism occurs in about 1 in 20,000 to 1 in 100,000 males per year.","Antipsychotics, also known as neuroleptics, are a class of psychotropic medication primarily used to manage psychosis (including delusions, hallucinations, paranoia or disordered thought), principally in schizophrenia but also in a range of other psychotic disorders. They are also the mainstay together with mood stabilizers in the treatment of bipolar disorder. Prior research has shown that use of any antipsychotic is associated with smaller brain tissue volumes, including white matter reduction and that this brain shrinkage is dose dependent and time dependent. A more recent controlled trial suggests that second generation antipsychotics combined with intensive psychosocial therapy may potentially prevent pallidal brain volume loss in first episode psychosis. The use of antipsychotics may result in many unwanted side effects such as involuntary movement disorders, gynecomastia, impotence, weight gain and metabolic syndrome. Long-term use can produce adverse effects such as tardive dyskinesia, tardive dystonia, and tardive akathisia. Prevention of these adverse effects is possible through concomitant medication strategies including use of beta-blockers. Currently, treatments for tardive diseases are not well established. First-generation antipsychotics (e.g. chlorpromazine), known as typical antipsychotics, were first introduced in the 1950s, and others were developed until the early 1970s. Second-generation antipsychotics, known as atypical antipsychotics, were introduced firstly with clozapine in the early 1970s followed by others (e.g. risperidone). Both generations of medication block receptors in the brain for dopamine, but atypicals tend to act on serotonin receptors as well. Neuroleptic, originating from Greek: νεῦρον (neuron) and λαμβάνω (take hold of)—thus meaning ""which takes the nerve""—refers to both common neurological effects and side effects."
"http://dbpedia.org/resource/Appendicitis","http://dbpedia.org/resource/Peritonitis","Peritonitis is inflammation of the localized or generalized peritoneum, the lining of the inner wall of the abdomen and cover of the abdominal organs. Symptoms may include severe pain, swelling of the abdomen, fever, or weight loss. One part or the entire abdomen may be tender. Complications may include shock and acute respiratory distress syndrome. Causes include perforation of the intestinal tract, pancreatitis, pelvic inflammatory disease, stomach ulcer, cirrhosis, or a ruptured appendix. Risk factors include ascites (the abnormal build-up of fluid in the abdomen) and peritoneal dialysis. Diagnosis is generally based on examination, blood tests, and medical imaging. Treatment often includes antibiotics, intravenous fluids, pain medication, and surgery. Other measures may include a nasogastric tube or blood transfusion. Without treatment death may occur within a few days. About 20% of people with cirrhosis who are hospitalized have peritonitis.","Appendicitis is inflammation of the appendix. Symptoms commonly include right lower abdominal pain, nausea, vomiting, and decreased appetite. However, approximately 40% of people do not have these typical symptoms. Severe complications of a ruptured appendix include widespread, painful inflammation of the inner lining of the abdominal wall and sepsis. Appendicitis is caused by a blockage of the hollow portion of the appendix. This is most commonly due to a calcified ""stone"" made of feces. Inflamed lymphoid tissue from a viral infection, parasites, gallstone, or tumors may also cause the blockage. This blockage leads to increased pressures in the appendix, decreased blood flow to the tissues of the appendix, and bacterial growth inside the appendix causing inflammation. The combination of inflammation, reduced blood flow to the appendix and distention of the appendix causes tissue injury and tissue death. If this process is left untreated, the appendix may burst, releasing bacteria into the abdominal cavity, leading to increased complications. The diagnosis of appendicitis is largely based on the person's signs and symptoms. In cases where the diagnosis is unclear, close observation, medical imaging, and laboratory tests can be helpful. The two most common imaging tests used are an ultrasound and computed tomography (CT scan). CT scan has been shown to be more accurate than ultrasound in detecting acute appendicitis. However, ultrasound may be preferred as the first imaging test in children and pregnant women because of the risks associated with radiation exposure from CT scans. The standard treatment for acute appendicitis is surgical removal of the appendix. This may be done by an open incision in the abdomen (laparotomy) or through a few smaller incisions with the help of cameras (laparoscopy). Surgery decreases the risk of side effects or death associated with rupture of the appendix. Antibiotics may be equally effective in certain cases of non-ruptured appendicitis. It is one of the most common and significant causes of abdominal pain that comes on quickly. In 2015 about 11.6 million cases of appendicitis occurred which resulted in about 50,100 deaths. In the United States, appendicitis is one of the most common cause of sudden abdominal pain requiring surgery. Each year in the United States, more than 300,000 people with appendicitis have their appendix surgically removed. Reginald Fitz is credited with being the first person to describe the condition in 1886."
"http://dbpedia.org/resource/Malnutrition","http://dbpedia.org/resource/Catabolysis","Catabolysis is a biological process in which the body breaks down fat and muscle tissue in order to stay alive. Catabolysis occurs only when there is no longer any source of protein, carbohydrate, or vitamin nourishment feeding all body systems; it is the most severe type of malnutrition.","Malnutrition occurs when an organism gets too few or too many nutrients, resulting in health problems. Specifically, it is ""a deficiency, excess, or imbalance of energy, protein and other nutrients"" which adversely affects the body's tissues and form. Malnutrition is not receiving the correct amount of nutrition. Malnutrition is increasing in children under the age of five due to providers who cannot afford or do not have access to adequate nutrition. Malnutrition is a category of diseases that includes undernutrition and overnutrition. Undernutrition is a lack of nutrients, which can result in stunted growth, wasting, and underweight. A surplus of nutrients causes overnutrition, which can result in obesity. In some developing countries, overnutrition in the form of obesity is beginning to appear within the same communities as undernutrition. Most clinical studies use the term 'malnutrition' to refer to undernutrition. However, the use of 'malnutrition' instead of 'undernutrition' makes it impossible to distinguish between undernutrition and overnutrition, a less acknowledged form of malnutrition. Accordingly, a 2019 report by The Lancet Commission suggested expanding the definition of malnutrition to include ""all its forms, including obesity, undernutrition, and other dietary risks."" The World Health Organization and The Lancet Commission have also identified ""[t]he double burden of malnutrition,"" which occurs from ""the coexistence of overnutrition (overweight and obesity) alongside undernutrition (stunted growth and wasting)."""
"http://dbpedia.org/resource/Sickle_cell_disease","http://dbpedia.org/resource/Priapism","Priapism is a condition in which a penis remains erect for hours in the absence of stimulation or after stimulation has ended. There are three types: ischemic (low-flow), nonischemic (high-flow), and recurrent ischemic (intermittent). Most cases are ischemic. Ischemic priapism is generally painful while nonischemic priapism is not. In ischemic priapism, most of the penis is hard; however, the glans penis is not. In nonischemic priapism, the entire penis is only somewhat hard. Very rarely, clitoral priapism occurs in women. Sickle cell disease is the most common cause of ischemic priapism. Other causes include medications such as antipsychotics, SSRIs, blood thinners and prostaglandin E1, as well as drugs such as cocaine. Ischemic priapism occurs when blood does not adequately drain from the penis. Nonischemic priapism is typically due to a connection forming between an artery and the corpus cavernosum or disruption of the parasympathetic nervous system resulting in increased arterial flow. Nonischemic priapism may occur following trauma to the penis or a spinal cord injury. Diagnosis may be supported by blood gas analysis of blood aspirated from the penis or an ultrasound. Treatment depends on the type. Ischemic priapism is typically treated with a nerve block of the penis followed by aspiration of blood from the corpora cavernosa. If this is not sufficient, the corpus cavernosum may be irrigated with cold, normal saline or injected with phenylephrine. Nonischemic priapism is often treated with cold packs and compression. Surgery may be done if usual measures are not effective. In ischemic priapism, the risk of permanent scarring of the penis begins to increase after four hours and definitely occurs after 48 hours. Priapism occurs in about 1 in 20,000 to 1 in 100,000 males per year.","Sickle cell disease (SCD) is a group of blood disorders typically inherited from a person's parents. The most common type is known as sickle cell anaemia. It results in an abnormality in the oxygen-carrying protein haemoglobin found in red blood cells. This leads to a rigid, sickle-like shape under certain circumstances. Problems in sickle cell disease typically begin around 5 to 6 months of age. A number of health problems may develop, such as attacks of pain (known as a sickle cell crisis), anemia, swelling in the hands and feet, bacterial infections and stroke. Long-term pain may develop as people get older. The average life expectancy in the developed world is 40 to 60 years. Sickle cell disease occurs when a person inherits two abnormal copies of the β-globin gene (HBB) that makes haemoglobin, one from each parent. This gene occurs in chromosome 11. Several subtypes exist, depending on the exact mutation in each haemoglobin gene. An attack can be set off by temperature changes, stress, dehydration, and high altitude. A person with a single abnormal copy does not usually have symptoms and is said to have sickle cell trait. Such people are also referred to as carriers. Diagnosis is by a blood test, and some countries test all babies at birth for the disease. Diagnosis is also possible during pregnancy. The care of people with sickle cell disease may include infection prevention with vaccination and antibiotics, high fluid intake, folic acid supplementation, and pain medication. Other measures may include blood transfusion and the medication hydroxycarbamide (hydroxyurea). A small percentage of people can be cured by a transplant of bone marrow cells. As of 2015, about 4.4 million people have sickle cell disease, while an additional 43 million have sickle cell trait. About 80% of sickle cell disease cases are believed to occur in Sub-Saharan Africa. It also occurs to a lesser degree in parts of India, Southern Europe, West Asia, North Africa and among people of African origin (sub-Saharan) living in other parts of the world. In 2015, it resulted in about 114,800 deaths. The condition was first described in the medical literature by American physician James B. Herrick in 1910. In 1949, its genetic transmission was determined by E. A. Beet and J. V. Neel. In 1954, the protective effect against malaria of sickle cell trait was described."
